0	6383
1	9374
1	9070
1	8472
1	30
1	5208
2	2458
2	8818
2	6764
3	8591
4	9681
5	2415
5	8036
5	1832
5	2735
5	6339
5	5731
5	2214
5	2021
5	6833
5	7854
5	1381
5	5176
5	1256
5	1557
5	7989
5	31
5	8736
5	964
5	7218
5	8528
5	5595
5	7663
5	245
5	3510
5	5652
6	6748
6	9689
6	9633
6	452
7	2976
7	9539
7	2505
7	9118
8	7295
9	848
9	2644
9	80
9	5415
10	267
10	3365
11	5931
12	6508
12	2804
12	4198
13	1357
13	6171
14	1246
14	3928
14	1812
14	9721
14	1851
15	2852
16	6045
16	5523
16	5039
16	2509
16	7491
16	6642
16	1434
16	6968
16	6813
16	9442
16	5893
16	5665
17	4733
17	6510
17	897
17	8488
17	1305
17	1437
17	7309
17	9761
17	7533
17	5847
17	7851
17	3532
17	6110
18	9842
18	1749
18	1317
18	1671
18	2755
18	1548
18	8877
18	7377
18	7512
18	5559
18	1146
18	1009
18	6525
18	1914
18	6901
18	6603
19	7310
19	2716
19	7284
19	1358
20	1385
20	9250
20	4772
21	9202
21	5501
21	1734
21	1702
21	1499
21	773
21	9595
22	688
23	8033
23	1822
23	733
23	5817
23	4825
23	2906
23	758
23	6909
23	7847
23	3552
24	8317
24	9784
24	5398
24	9722
24	4006
24	302
24	9795
24	9281
24	6774
24	579
24	3421
24	7105
25	9079
25	9213
26	3972
26	7699
27	7045
28	2954
28	5124
28	5657
28	8922
28	7854
28	5963
29	3657
29	5000
29	4696
29	2062
29	5584
29	4948
29	7479
29	7270
29	5858
29	5641
29	1882
29	4832
30	4787
30	4808
30	4613
30	444
30	4376
30	9406
31	4889
31	6195
32	255
33	5518
33	555
34	6273
34	4323
34	9441
34	2962
34	8626
34	3586
34	7342
34	7179
34	1406
34	9346
34	2976
34	6673
34	1262
34	6577
34	3411
34	4023
34	8360
34	6755
34	4872
34	1808
34	1275
34	9979
35	2139
36	130
36	9500
36	6998
36	9331
36	5627
36	4659
36	6528
36	569
36	6380
37	7865
37	5682
38	557
38	5469
38	1422
38	3890
38	9805
39	6461
39	1697
40	6442
40	6879
41	1262
42	1990
42	9869
43	8979
43	7722
43	7834
43	6489
44	5983
44	2651
44	7300
44	2648
44	8896
44	5476
44	7623
44	9342
45	460
45	7810
45	5100
45	1067
45	7619
45	922
46	203
46	3912
46	1251
46	5525
47	7995
47	9948
48	9743
48	3973
48	8401
48	758
48	5528
48	8958
48	9389
48	5451
48	6355
48	5314
48	9226
48	1036
48	1607
48	4034
48	8899
48	5473
49	4025
49	88
49	7989
49	6290
49	9738
49	8156
49	7928
49	85
49	9262
49	2876
49	1803
50	4367
50	7300
50	2699
50	5443
51	9892
51	721
51	8967
51	7013
51	1376
51	7158
51	4299
51	4840
51	7133
51	3880
51	6908
51	5701
51	9920
51	9174
51	9927
51	8291
51	5065
52	3781
52	7359
52	9110
52	3223
52	9891
52	755
52	487
52	9730
52	1591
52	3216
52	2971
52	5529
52	5376
53	4608
54	1571
54	9997
54	1575
54	6047
54	9763
55	8125
56	1264
56	8428
56	924
56	354
56	7394
56	3794
56	2865
56	4024
56	1757
56	6457
56	6743
57	8366
57	7563
57	4781
57	7641
57	3832
57	2306
57	1308
57	9868
57	1689
57	2183
58	2825
58	4427
58	2633
58	4769
58	756
58	3396
58	1329
58	6900
58	9707
58	8436
58	8051
58	6244
58	4533
58	3159
58	0
58	7522
58	6258
59	9726
59	3398
59	6868
59	9723
59	7376
59	6725
60	95
60	3299
60	1198
60	7932
60	4808
61	5855
61	5721
61	998
61	2916
61	1200
61	711
61	9664
61	4416
61	8290
62	1337
62	8725
62	1022
62	6792
63	4441
63	5691
63	2554
63	4129
63	1028
64	3465
65	8357
65	1390
65	769
65	5078
65	8077
65	3610
65	7981
65	1185
65	5829
65	5113
65	1162
65	9277
66	8723
67	8681
67	3067
67	3855
67	2774
67	2482
67	5840
67	5079
67	5719
67	1871
67	8691
67	3019
68	4672
69	5068
69	5312
70	3208
70	5178
70	4879
71	9112
71	2199
71	6453
71	905
71	244
71	895
71	7818
71	7597
71	3827
71	2821
71	6231
71	1500
71	5502
71	3364
71	5479
71	5940
71	5112
72	8477
72	667
72	5050
72	6116
72	6036
72	5353
72	5457
72	3648
72	5977
72	7346
72	7264
72	153
72	5634
72	1611
72	8398
72	8313
73	6296
73	1276
73	8946
73	3501
73	5287
73	208
73	4572
73	481
73	4291
73	3145
73	619
73	1577
73	5256
73	1842
73	994
74	6953
74	7702
74	8237
74	8445
75	9475
75	6206
75	8077
75	5320
76	3306
76	8102
76	1017
76	6426
76	9812
77	7687
77	5637
77	8071
77	1836
77	8562
78	588
78	9902
78	546
78	3114
78	3857
78	8645
78	6612
78	901
79	2713
79	5330
79	8959
79	7388
79	303
80	6211
80	3919
80	7216
80	2675
80	1358
80	5616
80	3590
80	9553
80	7860
80	2326
81	9451
81	2051
82	6708
82	6019
82	2307
83	2808
83	6862
83	4835
83	1016
83	6027
83	6220
83	698
83	7467
83	4678
83	2959
83	6809
83	8415
83	7579
84	700
84	2235
84	7382
84	8105
84	2763
84	3325
84	2953
84	9532
85	8235
86	9906
86	8325
87	1554
88	433
88	928
88	2454
89	3269
89	2350
89	6926
89	5658
89	9931
89	5130
89	8809
89	5026
89	5260
89	6216
89	5408
89	7485
89	8704
90	8883
90	4394
91	4294
91	1337
91	3324
91	3828
91	5856
92	7394
92	4648
92	8346
93	8035
93	5532
94	5019
94	2215
94	502
94	2770
94	4085
95	500
95	9706
95	6652
95	9949
95	9928
95	115
95	4530
95	8440
96	2001
96	335
96	2691
96	1888
96	1068
96	6162
97	9116
97	6929
97	4231
97	8383
98	7326
99	424
99	6806
100	6062
100	5119
100	5625
100	5296
100	7933
100	1382
101	5503
101	9623
101	7975
101	5638
101	1519
101	674
101	1803
101	4194
101	1059
101	4469
101	446
101	1007
102	1474
102	2695
103	1984
104	2867
104	6730
104	1824
105	5292
106	731
106	8354
106	5538
106	4977
107	4463
107	9184
107	7692
107	2593
107	1670
107	7464
107	5547
107	7502
107	4589
108	2100
109	1564
109	4176
109	5140
109	4757
109	5961
109	142
110	1987
110	2606
110	4856
111	1970
111	6783
111	5343
111	1057
111	1352
111	5371
111	3541
111	2391
111	7647
111	1159
112	25
113	6275
113	6379
113	2631
113	6030
113	9282
113	7403
113	7868
114	9671
114	8346
114	9571
114	2268
114	7833
114	861
114	5924
115	570
115	8023
115	3369
115	1734
115	485
116	8242
116	3075
116	8252
116	2444
116	6404
116	2919
116	7515
117	5655
117	2243
117	862
117	6047
117	9118
117	4915
117	8102
117	7837
117	2170
117	1775
117	3454
117	9409
117	683
118	8815
118	3622
118	2367
118	3957
118	7202
119	2221
119	1243
120	3975
120	2545
120	7814
120	7020
120	1649
120	5879
120	1599
121	9255
122	8904
122	3070
122	2108
122	1511
122	9430
122	7687
123	843
123	9921
124	7876
124	6959
125	1834
125	1937
125	1937
125	912
125	3980
125	1412
125	9471
125	8797
125	4800
125	3401
125	4430
125	9405
126	7695
126	7169
126	8548
126	4366
126	8410
126	7682
126	8625
126	6044
126	6203
126	8431
126	8459
126	4120
126	7353
126	929
127	6572
128	9748
128	7660
128	8742
128	1546
128	446
128	9843
128	6410
128	5913
128	5132
129	2970
130	7479
130	8785
130	3724
130	1617
130	7290
131	344
131	7593
132	423
132	7565
133	3563
134	1817
134	1283
134	4454
134	5123
134	9154
135	6110
136	8286
136	1119
136	414
136	5099
136	4361
136	1491
136	9749
136	4384
137	2176
137	7424
137	2040
137	6145
137	1947
138	8537
138	1137
138	5536
138	3794
138	1183
138	671
138	2928
138	3560
138	3869
138	4377
138	5047
139	877
139	5285
139	5029
139	2387
139	4937
139	8915
139	3595
140	2226
140	5812
140	3901
140	2707
140	2318
141	2522
142	8737
142	1046
142	1429
142	597
142	6504
142	7752
143	9721
144	1785
144	3521
144	8453
144	8900
144	392
144	48
144	7021
145	2512
146	8078
146	3869
146	9646
146	9683
147	7416
148	2263
148	343
148	309
149	2830
149	4649
149	9484
149	2830
149	7595
149	5401
149	9458
149	9323
150	937
151	9502
152	6048
152	5975
152	7492
153	75
153	749
153	4519
153	651
153	4652
153	7239
153	8911
153	5052
153	2392
154	2157
154	6949
154	2786
155	4179
155	8378
155	9078
155	673
155	8059
155	1530
155	9090
156	9997
157	3888
157	6478
158	6171
158	707
158	4255
158	4645
159	3564
159	3845
159	965
159	5514
159	5454
159	2684
159	7134
159	9173
159	372
159	311
160	1104
160	6103
160	1004
160	8066
160	1678
160	8318
160	8293
161	1292
162	3070
162	8451
162	6846
162	7557
162	2357
162	5894
162	1031
162	1710
162	1790
162	1589
162	8023
162	3934
162	1951
162	5576
162	7522
162	2841
162	2413
162	3895
162	366
162	7435
162	3534
162	3948
162	763
162	9646
162	1809
162	9914
162	9385
162	8666
162	622
162	2336
163	2376
163	2423
163	7378
163	8457
163	1077
163	4067
163	489
163	2432
163	9507
163	3798
163	2184
163	6995
163	9636
163	8904
163	5641
164	8786
164	1357
165	7447
165	7386
165	7339
165	7090
165	2804
165	8462
165	6594
165	3160
166	1382
166	337
166	7614
166	9844
166	2830
166	4015
166	9520
166	9806
166	2317
166	3350
166	5513
167	5557
167	9091
168	8775
168	9641
168	1783
168	4025
168	8120
168	7853
169	1755
169	7900
169	956
170	5698
170	5884
170	6086
170	818
171	1731
171	697
171	7460
171	5420
171	7042
171	324
172	1096
172	2845
172	28
172	2564
172	1097
172	1530
173	7306
174	9486
175	8485
175	2250
176	3067
176	517
176	3028
176	5578
177	3235
177	1822
177	5251
177	810
177	113
178	5756
178	1671
178	4814
179	1496
180	900
180	3418
180	1786
181	2771
181	7765
181	5489
181	7401
182	9859
182	3125
182	9451
183	9881
183	7681
183	4937
183	6382
183	536
183	3322
183	6900
184	4738
184	2529
184	8753
184	9582
184	5607
185	5971
185	4457
185	3099
186	7525
186	5220
186	8328
186	7997
187	3785
187	8237
187	6983
188	2509
188	7249
188	6316
188	7686
189	9484
190	4756
190	9705
190	9976
190	3348
190	1660
190	5910
191	1560
192	4648
192	1784
192	8910
192	1906
192	5756
193	1804
193	5998
194	1027
194	8444
194	3695
194	5714
194	6886
194	1416
194	7706
194	2878
194	3468
194	8270
194	5752
194	9161
194	9710
195	3237
196	9401
196	206
196	8494
196	2979
196	1996
196	2748
196	4678
197	4347
197	3398
198	9559
198	6169
198	1119
198	8401
198	7851
198	3211
198	3360
198	5510
198	639
199	4218
199	9744
199	9109
199	323
199	5256
199	7709
200	5467
200	4685
200	731
200	416
200	212
200	5251
200	9476
201	4530
201	395
201	1829
201	2739
201	7114
201	6065
201	4877
202	4654
202	4675
202	4639
202	1659
202	6854
202	1062
202	3143
202	4690
203	4249
203	4473
203	6292
203	3422
203	6866
203	7473
203	6434
204	1595
204	2766
205	3541
205	5722
206	5153
206	7358
206	9200
206	3372
206	6708
206	5654
206	7617
206	3346
206	4951
206	331
206	2306
206	314
206	5183
206	6814
206	9258
207	8934
207	9206
207	8106
207	8551
207	6543
207	5705
207	3465
207	3916
208	5391
208	3111
208	7528
209	1200
210	7169
210	7021
210	8992
210	540
210	2613
211	13
212	7864
212	9253
213	5340
213	9089
213	3448
213	5539
213	5693
213	1539
213	5485
213	4844
213	3120
213	6311
213	7853
213	3845
213	7828
213	3262
213	6126
213	9201
213	571
213	8931
214	6266
214	9382
214	3081
214	3082
214	43
214	1795
214	5842
214	7603
214	7701
214	9952
214	3709
214	3736
214	4750
214	7882
214	2235
214	6113
214	1705
214	1536
215	7775
215	4579
216	2135
216	9391
216	5156
216	7273
216	7895
216	7004
216	5461
216	942
216	3688
216	2714
216	6443
216	6977
216	9152
216	4247
216	1271
216	4133
216	986
216	8422
216	1225
216	1419
216	4661
217	9108
218	1064
218	7125
218	517
218	7884
218	2326
218	2477
218	729
218	5380
218	9417
219	6404
219	3759
219	1806
219	7205
219	6264
219	5391
219	5094
219	9591
219	6394
219	7952
219	5684
219	2441
220	6352
221	4292
221	384
221	6051
221	7297
221	5771
221	7171
221	743
221	1056
221	5457
221	5644
221	5932
221	8251
221	1277
221	354
222	7362
222	6669
222	89
222	6750
222	4982
223	8546
223	7160
224	8363
224	7969
224	3469
224	7512
224	5084
224	2805
224	3611
224	8275
224	4414
224	1715
224	7682
224	6133
224	977
225	3835
226	5210
226	6465
227	3895
227	9988
227	7501
227	3300
227	1560
228	1603
229	5663
229	1665
229	7505
229	337
229	3777
229	6438
229	8035
230	317
230	6573
230	4312
230	6503
230	1881
231	5806
231	7962
232	7007
232	5646
232	9243
232	4026
232	7726
232	105
232	3723
232	8991
232	3329
232	8167
232	2145
232	9595
232	935
233	7633
233	2955
233	6842
233	2113
233	6509
233	7656
234	9247
234	5473
234	1889
234	8305
234	1321
234	7157
234	7316
234	4037
234	8155
234	1773
234	6923
234	106
235	9819
235	8530
235	4431
236	9249
236	2396
236	9776
236	3950
236	6971
236	1057
236	1679
237	2151
237	2383
237	3966
238	4712
239	3766
239	3639
239	7987
240	418
240	7544
240	8375
241	4938
241	7136
241	9691
241	6984
241	8987
241	375
241	7749
241	6560
241	2812
242	6731
242	2434
242	5187
243	4966
244	5203
244	9063
244	2505
244	6209
244	2865
245	5027
245	5073
245	4613
245	12
245	997
246	8745
246	8472
246	1993
246	3468
247	2780
247	9704
247	727
247	9411
247	7338
247	7590
247	4921
248	8030
248	1583
248	4206
249	8252
249	7335
249	2288
249	1400
249	4722
250	4022
250	5405
250	8411
250	2072
251	2389
251	2032
251	1741
251	250
251	2718
251	7126
252	4110
252	4872
253	4561
253	1788
253	9907
254	1843
254	7512
254	2584
254	3841
254	9523
255	5010
255	3890
255	8376
255	3620
255	1014
255	1727
255	78
256	1348
256	5421
256	69
256	3843
256	8478
256	5879
256	3098
256	3345
256	4142
256	266
256	9388
257	4523
257	8961
258	187
258	6482
259	250
259	8177
259	4713
259	6855
259	778
259	824
259	82
259	8724
259	8933
259	51
259	8465
260	1014
260	1972
261	6650
261	5905
261	7702
261	5844
261	1380
261	6424
261	2268
261	4685
262	4975
262	9593
262	9471
262	6577
262	137
262	4876
262	6695
262	7172
263	2726
263	5569
264	2736
264	5295
264	25
264	7708
264	4096
265	2856
265	3539
266	5439
266	1477
266	8020
266	4272
266	7664
267	7996
267	3700
267	1620
267	5413
268	4520
268	4703
268	8834
268	7643
269	4789
269	904
269	8123
269	960
269	7410
269	5080
270	7571
270	7033
270	5606
270	7171
270	4196
271	4640
271	8687
271	3320
271	1515
271	8090
272	8711
272	6305
272	9479
272	9773
273	2232
274	9884
274	5847
275	2313
275	4126
275	4676
275	7637
275	8266
275	8494
276	2298
276	5230
277	2678
277	3837
277	9719
277	3805
277	3296
278	988
278	7045
278	6849
278	1750
278	118
278	4713
278	8940
279	3439
280	5193
280	1866
280	7552
280	4629
280	7297
281	3106
281	6099
281	5480
281	1840
281	9727
281	2949
282	1216
283	1324
283	9619
283	3624
283	4472
283	2521
284	3665
284	5933
284	1207
284	831
284	6410
284	240
284	8150
284	4807
284	9696
284	9615
284	4496
285	4794
286	744
286	7074
286	15
286	559
287	3447
287	9664
287	8507
287	1038
287	6258
287	1579
288	4772
288	2023
288	1251
288	1075
288	9592
288	7055
288	4665
288	8379
289	572
289	6426
289	5220
289	4338
289	2868
289	3116
289	2125
289	2024
289	3118
289	3750
289	7107
290	904
290	9017
290	533
290	5556
290	6665
291	6468
291	2656
291	895
291	8813
292	5538
292	8138
292	8776
292	7632
292	4405
292	9584
292	203
292	5861
293	5075
293	9838
294	1829
294	9939
294	255
294	6006
294	986
294	4678
294	9005
294	2826
294	1694
294	8694
295	4401
296	2489
297	1665
298	7727
298	5140
299	3454
299	9039
299	6424
300	2062
300	9104
300	122
301	8299
302	5302
302	1825
302	3261
302	2321
303	6766
303	3526
304	4994
305	9786
305	8584
306	9223
306	3567
306	8395
306	6561
306	4600
306	8609
306	4839
306	8512
307	180
307	1442
307	7539
307	872
307	3596
307	3600
307	1196
307	6590
308	2639
308	6057
308	8520
309	4490
309	1816
310	4733
310	6119
310	6246
310	2126
311	8149
311	2869
311	3628
311	4999
311	2731
311	5514
311	1668
311	3857
312	254
312	8698
312	5303
312	5897
312	9084
312	9176
312	37
313	572
313	7003
313	6420
313	9390
314	4642
314	5370
314	4345
314	8802
314	5084
314	5477
314	1393
314	8828
315	3692
316	4446
316	8682
316	2991
316	8674
316	1354
316	8473
316	8121
316	117
316	3732
316	7651
316	7563
316	9110
316	5677
316	3477
316	78
316	6753
316	2049
316	1317
316	9800
316	583
316	1127
317	9140
317	5105
317	1478
317	2900
317	5565
317	6733
317	2807
318	2248
318	2565
318	8024
318	285
318	9538
318	2724
318	2613
319	496
319	9919
319	3114
319	7438
319	2766
319	2635
320	9351
320	1418
320	6703
320	9732
320	5852
320	2636
320	9999
320	3599
320	6983
320	9401
320	1341
321	5759
321	5428
321	3027
321	5595
321	1680
321	8411
321	2674
321	6004
321	2671
321	1453
322	5999
322	4909
322	9865
322	8564
322	4833
323	2397
323	5991
324	5208
325	9194
325	7418
325	4567
326	316
326	9621
326	4116
326	7954
326	2241
326	695
326	7256
326	4095
327	7397
327	3636
327	2310
327	8550
327	9420
327	1086
327	6925
327	923
327	2050
327	4065
327	8677
327	7293
327	2183
327	3769
327	9156
327	2737
327	2833
328	3936
328	5371
328	550
328	6241
329	4436
330	2125
330	7279
330	6051
330	7614
330	77
330	5145
330	5178
330	5752
330	1750
330	5980
330	9102
330	8303
331	4833
331	3264
331	6800
332	4551
332	9846
332	1375
332	4061
332	1303
332	2486
332	3642
332	6398
332	5267
332	6855
333	4632
333	1282
333	9264
333	3902
333	4043
334	2567
334	1228
334	432
335	2773
336	695
336	7705
336	7379
336	25
336	6123
336	899
336	1117
337	5929
337	2760
337	8025
338	6508
339	9761
339	448
339	819
339	1351
340	8838
340	3261
340	5558
340	9559
340	6574
341	7579
341	6439
341	2657
341	5563
341	1596
341	7668
341	9443
341	4189
342	3860
342	2114
342	5986
